ID	adj.P.Val	P.Value	F	GI	Gene.symbol	Gene.title	Gene.ID
ILMN_1231104	0.999988	1.36e-01	2.1434042	118130208	Nf1	neurofibromatosis 1	18015
ILMN_1227925	0.999988	1.36e-01	2.1425495	227116272	Dctn3	dynactin 3	53598
ILMN_2705097	0.999988	1.36e-01	2.1422427	160358344	Adat2	adenosine deaminase, tRNA-specific 2	66757
ILMN_2623451	0.999988	1.36e-01	2.1417532	281182703	Ift172	intraflagellar transport 172	67661
ILMN_2712557	0.999988	1.36e-01	2.1416554	111119009	Vimp	VCP-interacting membrane protein	109815
ILMN_1221700	0.999988	1.36e-01	2.1406109	114052443	Elane	elastase, neutrophil expressed	50701
ILMN_2593368	0.999988	1.36e-01	2.1401147	146149255	Mat2a	methionine adenosyltransferase II, alpha	232087
ILMN_1248850	0.999988	1.36e-01	2.1398904	256000771	Gga1	golgi associated, gamma adaptin ear containing, ARF binding protein 1	106039
ILMN_1231810	0.999988	1.36e-01	2.1381326	142365631	Ube2e1	ubiquitin-conjugating enzyme E2E 1	22194
ILMN_2634728	0.999988	1.37e-01	2.1367888	189339275	Bbs9	Bardet-Biedl syndrome 9 (human)	319845
ILMN_3016099	0.999988	1.37e-01	2.1355954	612339356	Dido1	death inducer-obliterator 1	23856
ILMN_2726432	0.999988	1.37e-01	2.135498	163310758	Arhgef10l	Rho guanine nucleotide exchange factor (GEF) 10-like	72754
ILMN_2961626	0.999988	1.37e-01	2.1330362	141802006	Acot13	acyl-CoA thioesterase 13	66834
ILMN_2619249	0.999988	1.37e-01	2.1326702	238814327	Snx14	sorting nexin 14	244962
ILMN_1239527	0.999988	1.37e-01	2.1320245	732170498	Rnf138	ring finger protein 138	56515
ILMN_2592823	0.999988	1.37e-01	2.13202	32129278	Cdc42ep5	CDC42 effector protein (Rho GTPase binding) 5	58804
ILMN_2971721	0.999988	1.37e-01	2.1295706	125347475	Fbrsl1	fibrosin-like 1	381668
ILMN_2963625	0.999988	1.38e-01	2.1293394	282398107	Rpn1	ribophorin I	103963
ILMN_2790144	0.999988	1.38e-01	2.1291699	599044557	Tomm34	translocase of outer mitochondrial membrane 34	67145
ILMN_1253942	0.999988	1.38e-01	2.1290092	7304930	Bop1	block of proliferation 1	12181
ILMN_3084087	0.999988	1.38e-01	2.128137	87239991	Ivns1abp	influenza virus NS1A binding protein	117198
ILMN_1224222	0.999988	1.38e-01	2.127898	146149222	Cdc123	cell division cycle 123	98828
ILMN_3154129	0.999988	1.38e-01	2.1274047	124487086	Sbno1	strawberry notch homolog 1 (Drosophila)	243272
ILMN_2685696	0.999988	1.38e-01	2.1258772	139948755	Ing3	inhibitor of growth family, member 3	71777
ILMN_2831491	0.999988	1.38e-01	2.125808	141802993	Pwp2	PWP2 periodic tryptophan protein homolog (yeast)	110816
ILMN_2961152	0.999988	1.38e-01	2.1255495	256574772	Krt7	keratin 7	110310
ILMN_2830445	0.999988	1.38e-01	2.125213	37059802	Mcph1	microcephaly, primary autosomal recessive 1	244329
ILMN_2776391	0.999988	1.38e-01	2.1249984	110611221	Hbs1l	Hbs1-like (S. cerevisiae)	56422
ILMN_2424299	0.999988	1.38e-01	2.1249688	239915996	Tnfrsf12a	tumor necrosis factor receptor superfamily, member 12a	27279
ILMN_2499356	0.999988	1.38e-01	2.1247156	117606213	Xrn2	5'-3' exoribonuclease 2	24128
ILMN_2708150	0.999988	1.38e-01	2.1240562	254675260	Uri1	URI1, prefoldin-like chaperone	19777
ILMN_3040069	0.999988	1.38e-01	2.1235369	594140696	Hist2h3c1	histone cluster 2, H3c1	15077
ILMN_1223257	0.999988	1.38e-01	2.1212646	126366031	Ccl4	chemokine (C-C motif) ligand 4	20303
ILMN_2438078	0.999988	1.38e-01	2.1211481	142352944	Zfp524	zinc finger protein 524	66056
ILMN_2507182	0.999988	1.39e-01	2.1198731	142383435	Tomm22	translocase of outer mitochondrial membrane 22 homolog (yeast)	223696
ILMN_2851889	0.999988	1.39e-01	2.1182021	229577262	Prkrip1	Prkr interacting protein 1 (IL11 inducible)	66801
ILMN_1246992	0.999988	1.39e-01	2.1179246	145279238	Hmgxb3	HMG box domain containing 3	106894
ILMN_1253409	0.999988	1.39e-01	2.1178946	145966749	Kcnj8	potassium inwardly-rectifying channel, subfamily J, member 8	16523
ILMN_1256745	0.999988	1.39e-01	2.1178398	594591589	Mapkap1	mitogen-activated protein kinase associated protein 1	227743
ILMN_2722213	0.999988	1.39e-01	2.1175182	34328231	Atf7ip	activating transcription factor 7 interacting protein	54343
ILMN_1219583	0.999988	1.39e-01	2.1174529	157951597	Capn2	calpain 2	12334
ILMN_2908122	0.999988	1.39e-01	2.1134024	6755571	Slfn3	schlafen 3	20557
ILMN_2833376	0.999988	1.40e-01	2.1120156	483968031	Prkaca	protein kinase, cAMP dependent, catalytic, alpha	18747
ILMN_1237364	0.999988	1.40e-01	2.1057747	998072776	Mmp23	matrix metallopeptidase 23	26561
ILMN_2726325	0.999988	1.40e-01	2.1047019	133891820	Cetn3	centrin 3	12626
ILMN_2922544	0.999988	1.41e-01	2.104121	160707970	Ap3s2	adaptor-related protein complex 3, sigma 2 subunit	11778
ILMN_2637897	0.999988	1.41e-01	2.1029346	255522930	Nlrx1	NLR family member X1	270151
ILMN_2724409	0.999988	1.41e-01	2.1015101	158508619	Fem1c	fem-1 homolog c (C.elegans)	240263
ILMN_2589792	0.999988	1.41e-01	2.1014598	729042266	Tle4	transducin-like enhancer of split 4	21888
ILMN_2715749	0.999988	1.41e-01	2.1009637	282847449	Krit1	KRIT1, ankyrin repeat containing	79264
ILMN_1377923	0.999988	1.41e-01	2.1006238	930945786	Actb	actin, beta	11461
ILMN_1222806	0.999988	1.41e-01	2.1005003	262050567	Brcc3	BRCA1/BRCA2-containing complex, subunit 3	210766
ILMN_2672035	0.999988	1.41e-01	2.0999332	237649013	Ccdc115	coiled-coil domain containing 115	69668
ILMN_2916883	0.999988	1.41e-01	2.0989985	244792920	Pik3r2	phosphatidylinositol 3-kinase, regulatory subunit, polypeptide 2 (p85 beta)	18709
ILMN_1252294	0.999988	1.41e-01	2.0985401	237858599	Eef2	eukaryotic translation elongation factor 2	13629
ILMN_2758459	0.999988	1.42e-01	2.0952069	118129877	Tspan9	tetraspanin 9	109246
ILMN_3007680	0.999988	1.42e-01	2.0944758	257900519	Mpp6	membrane protein, palmitoylated 6 (MAGUK p55 subfamily member 6)	56524
ILMN_3161327	0.999988	1.42e-01	2.0927634	118130225	Actr1b	ARP1 actin-related protein 1B, centractin beta	226977
ILMN_1247543	0.999988	1.42e-01	2.0926504	363543355	Akr1a1	aldo-keto reductase family 1, member A1 (aldehyde reductase)	58810
ILMN_2874739	0.999988	1.42e-01	2.0907109	255003722	Morc3	microrchidia 3	338467
ILMN_2646556	0.999988	1.42e-01	2.0886062	270132344	Mtrf1	mitochondrial translational release factor 1	211253
ILMN_2675152	0.999988	1.43e-01	2.0875256	31340991	Vps37c	vacuolar protein sorting 37C	107305
ILMN_2734855	0.999988	1.43e-01	2.0874444	407228371	Gfm2	G elongation factor, mitochondrial 2	320806
ILMN_2681592	0.999988	1.43e-01	2.0872195	125656160	Ankrd40	ankyrin repeat domain 40	71452
ILMN_2517041	0.999988	1.43e-01	2.0867321	161621268	Uhrf1	ubiquitin-like, containing PHD and RING finger domains, 1	18140
ILMN_2668642	0.999988	1.43e-01	2.0863565	924182846	4930578C19Rik	RIKEN cDNA 4930578C19 gene	75905
ILMN_2944150	0.999988	1.43e-01	2.0846231	165377172	Srsf4	serine/arginine-rich splicing factor 4	57317
ILMN_1240615	0.999988	1.43e-01	2.0845577	84370356	Olfm1	olfactomedin 1	56177
ILMN_3034691	0.999988	1.43e-01	2.0844449	133892800	Arl6ip4	ADP-ribosylation factor-like 6 interacting protein 4	65105
ILMN_1251184	0.999988	1.43e-01	2.0831696	255982554	Nrf1	nuclear respiratory factor 1	18181
ILMN_2596522	0.999988	1.43e-01	2.0830174	218931157	Mt1	metallothionein 1	17748
ILMN_2625352	0.999988	1.43e-01	2.0823682	142377568	Pomp	proteasome maturation protein	66537
ILMN_2879221	0.999988	1.43e-01	2.0817134	146149249	Trim23	tripartite motif-containing 23	81003
ILMN_2680398	0.999988	1.43e-01	2.0816682	226423911	Zc3h12d	zinc finger CCCH type containing 12D	237256
ILMN_1244819	0.999988	1.44e-01	2.0797299	222418577	Spg20	spastic paraplegia 20, spartin (Troyer syndrome) homolog (human)	229285
ILMN_2449335	0.999988	1.44e-01	2.0788427	160707944	Sf1	splicing factor 1	22668
ILMN_2853225	0.999988	1.44e-01	2.0769838	148839317	Smchd1	SMC hinge domain containing 1	74355
ILMN_1256523	0.999988	1.44e-01	2.0764581	557847640	Xntrpc	Xndc1-transient receptor potential cation channel, subfamily C, member 2 readthrough	102443351
ILMN_2589412	0.999988	1.44e-01	2.0755949	227430318	Slc20a1	solute carrier family 20, member 1	20515
ILMN_2668493	0.999988	1.44e-01	2.0752269	261824018	Rbmy	RNA binding motif protein, Y chromosome	19657
ILMN_1235701	0.999988	1.44e-01	2.0742386	40789291	Ythdf1	YTH domain family 1	228994
ILMN_2886162	0.999988	1.44e-01	2.0735891	269914131	Slc45a4	solute carrier family 45, member 4	106068
ILMN_2991660	0.999988	1.44e-01	2.0726629	262073011	Mif4gd	MIF4G domain containing	69674
ILMN_2649828	0.999988	1.45e-01	2.0723824	84579911	Mapk1	mitogen-activated protein kinase 1	26413
ILMN_2830686	0.999988	1.45e-01	2.0715052	288541341	Nfrkb	nuclear factor related to kappa B binding protein	235134
ILMN_2819650	0.999988	1.45e-01	2.069982	33859643	Tfpi	tissue factor pathway inhibitor	21788
ILMN_1215331	0.999988	1.45e-01	2.0693373	117168270	Dicer1	dicer 1, ribonuclease type III	192119
ILMN_3098927	0.999988	1.45e-01	2.0692219	751557644	Senp7	SUMO1/sentrin specific peptidase 7	66315
ILMN_2465068	0.999988	1.45e-01	2.0686652	125988406	Dnajc30	DnaJ heat shock protein family (Hsp40) member C30	66114
ILMN_1245874	0.999988	1.45e-01	2.0685682	158508547	Ptpn11	protein tyrosine phosphatase, non-receptor type 11	19247
ILMN_1235281	0.999988	1.45e-01	2.0681895	237757333	Coa6	cytochrome c oxidase assembly factor 6	67892
ILMN_2592358	0.999988	1.45e-01	2.0680013	141803047	Ankrd49	ankyrin repeat domain 49	56503
ILMN_2800813	0.999988	1.45e-01	2.0676706	254028204	Coq8a	coenzyme Q8A	67426
ILMN_1232447	0.999988	1.45e-01	2.0664124	817478454	Por	P450 (cytochrome) oxidoreductase	18984
ILMN_2627619	0.999988	1.45e-01	2.0662252	274319587	Dpp6	dipeptidylpeptidase 6	13483
ILMN_1217926	0.999988	1.45e-01	2.0654127	NA			
ILMN_1227800	0.999988	1.46e-01	2.0643845	142366674	Npffr2	neuropeptide FF receptor 2	104443
ILMN_2613908	0.999988	1.46e-01	2.0636545	145966724	Alox12	arachidonate 12-lipoxygenase	11684
ILMN_2675595	0.999988	1.46e-01	2.0625398	160333479	Tmem143	transmembrane protein 143	70209
ILMN_2910995	0.999988	1.46e-01	2.0622272	269973914	Gphn	gephyrin	268566
ILMN_2590923	0.999988	1.46e-01	2.061968	281604087	Idi1	isopentenyl-diphosphate delta isomerase	319554
ILMN_1230072	0.999988	1.46e-01	2.0614358	260763996	Armc8	armadillo repeat containing 8	74125
ILMN_1241225	0.999988	1.46e-01	2.0612584	238859569	Dctd	dCMP deaminase	320685
ILMN_2829295	0.999988	1.46e-01	2.0601082	229576851	Mrps31	mitochondrial ribosomal protein S31	57312
ILMN_2670625	0.999988	1.46e-01	2.05994	118130467	Pmaip1	phorbol-12-myristate-13-acetate-induced protein 1	58801
ILMN_1216732	0.999988	1.46e-01	2.0593518	133892763	Mcl1	myeloid cell leukemia sequence 1	17210
ILMN_2974418	0.999988	1.46e-01	2.0575918	158508710	Poc1b	POC1 centriolar protein B	382406
ILMN_2779636	0.999988	1.46e-01	2.0567657	166706894	Tox4	TOX high mobility group box family member 4	268741
ILMN_2817892	0.999988	1.47e-01	2.0558954	226423862	Pold2	polymerase (DNA directed), delta 2, regulatory subunit	18972
ILMN_2640742	0.999988	1.47e-01	2.0547104	890769682	Ube2k	ubiquitin-conjugating enzyme E2K	53323
ILMN_2441391	0.999988	1.47e-01	2.0537854	61657926	Zbtb7b	zinc finger and BTB domain containing 7B	22724
ILMN_2684039	0.999988	1.47e-01	2.0534774	157817371	Mbd1	methyl-CpG binding domain protein 1	17190
ILMN_2758969	0.999988	1.47e-01	2.0532572	161016791	Ddx6	DEAD (Asp-Glu-Ala-Asp) box polypeptide 6	13209
ILMN_2682333	0.999988	1.47e-01	2.0528674	577019495	Ccdc63	coiled-coil domain containing 63	330188
ILMN_2766596	0.999988	1.47e-01	2.0513299	133892142	Gmds	GDP-mannose 4, 6-dehydratase	218138
ILMN_2903639	0.999988	1.47e-01	2.0499531	238550174	Tssc1	tumor suppressing subtransferable candidate 1	380752
ILMN_2875938	0.999988	1.48e-01	2.0481369	902967404	Pccb	propionyl Coenzyme A carboxylase, beta polypeptide	66904
ILMN_1238733	0.999988	1.48e-01	2.0468434	164519038	Ttc27	tetratricopeptide repeat domain 27	74196
ILMN_2480682	0.999988	1.48e-01	2.045276	270483846	Sgms1	sphingomyelin synthase 1	208449
ILMN_1257574	0.999988	1.48e-01	2.0443045	34328304	Esm1	endothelial cell-specific molecule 1	71690
ILMN_2960335	0.999988	1.48e-01	2.0438215	164565430	Dcaf8	DDB1 and CUL4 associated factor 8	98193
ILMN_3153450	0.999988	1.48e-01	2.0435123	19527371	Psmg2	proteasome (prosome, macropain) assembly chaperone 2	107047
ILMN_1240067	0.999988	1.48e-01	2.0433172	118130098	Tsn	translin	22099
ILMN_2729958	0.999988	1.48e-01	2.0432075	587651926	Hist1h3d	histone cluster 1, H3d	319149
ILMN_2892441	0.999988	1.49e-01	2.0409894	160298216	Gsta4	glutathione S-transferase, alpha 4	14860
ILMN_2435822	0.999988	1.49e-01	2.0378585	116063551	Tmc4	transmembrane channel-like gene family 4	353499
ILMN_2900216	0.999988	1.49e-01	2.0377565	142367767	Ndufb10	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 10	68342
ILMN_2512216	0.999988	1.49e-01	2.0347047	228008296	Tubgcp2	tubulin, gamma complex associated protein 2	74237
ILMN_2589039	0.999988	1.49e-01	2.0336328	83816957	Cox6c	cytochrome c oxidase subunit VIc	12864
ILMN_2694381	0.999988	1.50e-01	2.0333784	118130620	Dnajc7	DnaJ heat shock protein family (Hsp40) member C7	56354
ILMN_2674060	0.999988	1.50e-01	2.030525	169234760	Iws1	IWS1 homolog (S. cerevisiae)	73473
ILMN_3159387	0.999988	1.50e-01	2.030337	751130494	Eif4g1	eukaryotic translation initiation factor 4, gamma 1	208643
ILMN_2636116	0.999988	1.50e-01	2.0299426	118130647	Pdcd5	programmed cell death 5	56330
ILMN_2689473	0.999988	1.50e-01	2.0287117	425876784	Acadl	acyl-Coenzyme A dehydrogenase, long-chain	11363
ILMN_2498173	0.999988	1.50e-01	2.0278649	690969215	Uros	uroporphyrinogen III synthase	22276
ILMN_3162394	0.999988	1.50e-01	2.0277427	NA			
ILMN_2707308	0.999988	1.51e-01	2.0251303	133892561	Cct5	chaperonin containing Tcp1, subunit 5 (epsilon)	12465
ILMN_2865285	0.999988	1.51e-01	2.0251078	357527360	Folr2	folate receptor 2 (fetal)	14276
ILMN_2624280	0.999988	1.51e-01	2.0246422	902967391	Rps27l	ribosomal protein S27-like	67941
ILMN_1257515	0.999988	1.51e-01	2.0242415	255918176	Mcrs1	microspherule protein 1	51812
ILMN_2977492	0.999988	1.51e-01	2.0232661	146134988	Moxd1	monooxygenase, DBH-like 1	59012
ILMN_3114632	0.999988	1.51e-01	2.0232055	161016792	Ddx6	DEAD (Asp-Glu-Ala-Asp) box polypeptide 6	13209
ILMN_2787448	0.999988	1.51e-01	2.023125	142354675	Iqcf3	IQ motif containing F3	68265
ILMN_2784382	0.999988	1.51e-01	2.0226035	594150348	Lhx3	LIM homeobox protein 3	16871
ILMN_2819311	0.999988	1.51e-01	2.0224897	397174801	Tdpoz2	TD and POZ domain containing 2	399673
ILMN_2942492	0.999988	1.51e-01	2.0224219	256574797	Rbm5	RNA binding motif protein 5	83486
ILMN_2592449	0.999988	1.51e-01	2.0211992	142345619	Cnppd1	cyclin Pas1/PHO80 domain containing 1	69171
ILMN_1225666	0.999988	1.51e-01	2.0206277	157266301	Med7	mediator complex subunit 7	66213
ILMN_2757861	0.999988	1.51e-01	2.0203569	254588017	Ap4b1	adaptor-related protein complex AP-4, beta 1	67489
ILMN_2598852	0.999988	1.51e-01	2.0190665	153792000	Ranbp1	RAN binding protein 1	19385
ILMN_2715558	0.999988	1.52e-01	2.017807	169790938	Arhgap17	Rho GTPase activating protein 17	70497
ILMN_2835443	0.999988	1.52e-01	2.0172191	148747339	Ube2f	ubiquitin-conjugating enzyme E2F (putative)	67921
ILMN_2755021	0.999988	1.52e-01	2.016551	311083061	Chkb	choline kinase beta	12651
ILMN_2680415	0.999988	1.52e-01	2.0164978	597436913	Sema6d	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D	214968
ILMN_2671708	0.999988	1.52e-01	2.015946	409191593	Dnajc5	DnaJ heat shock protein family (Hsp40) member C5	13002
ILMN_2782061	0.999988	1.52e-01	2.0152702	165377245	Slc4a3	solute carrier family 4 (anion exchanger), member 3	20536
ILMN_3101392	0.999988	1.52e-01	2.0148473	310750392	Tnfsfm13	tumor necrosis factor (ligand) superfamily, membrane-bound member 13	619441
ILMN_1243451	0.999988	1.52e-01	2.0135823	556695491	Hvcn1	hydrogen voltage-gated channel 1	74096
ILMN_1242674	0.999988	1.52e-01	2.0135093	444299611	Cdkl2	cyclin-dependent kinase-like 2 (CDC2-related kinase)	53886
ILMN_1243558	0.999988	1.52e-01	2.0132947	77627972	Mettl3	methyltransferase like 3	56335
ILMN_2744204	0.999988	1.52e-01	2.012418	114145576	Mrpl34	mitochondrial ribosomal protein L34	94065
ILMN_1216167	0.999988	1.52e-01	2.0114792	146149206	Syf2	SYF2 homolog, RNA splicing factor (S. cerevisiae)	68592
ILMN_3072337	0.999988	1.52e-01	2.0114065	76563927	Cpne8	copine VIII	66871
ILMN_2972239	0.999988	1.52e-01	2.0110339	260099669	Pkn2	protein kinase N2	109333
ILMN_1226332	0.999988	1.52e-01	2.011013	118130495	Siah2	seven in absentia 2	20439
ILMN_2667971	0.999988	1.52e-01	2.0108145	349585217	Celf1	CUGBP, Elav-like family member 1	13046
ILMN_2908855	0.999988	1.53e-01	2.0106431	142387600	Gnai2	guanine nucleotide binding protein (G protein), alpha inhibiting 2	14678
ILMN_2830098	0.999988	1.53e-01	2.0096824	113930704	Bahd1	bromo adjacent homology domain containing 1	228536
ILMN_1222674	0.999988	1.53e-01	2.0087835	595582155	Smap1	small ArfGAP 1	98366
ILMN_1244989	0.999988	1.53e-01	2.0073802	118130543	Erc2	ELKS/RAB6-interacting/CAST family member 2	238988
ILMN_1217599	0.999988	1.53e-01	2.0056985	145301587	Rab33b	RAB33B, member RAS oncogene family	19338
ILMN_3161601	0.999988	1.53e-01	2.0053833	109638752	Snca	synuclein, alpha	20617
ILMN_2639402	0.999988	1.53e-01	2.0037664	854283767	Tmem218	transmembrane protein 218	66279
ILMN_1256412	0.999988	1.54e-01	2.0019045	575501704	Sh2b1	SH2B adaptor protein 1	20399
ILMN_3160449	0.999988	1.54e-01	2.0017857	227430350	Tmem263	transmembrane protein 263	103266
ILMN_2721666	0.999988	1.54e-01	2.0007281	156151356	Adat1	adenosine deaminase, tRNA-specific 1	30947
ILMN_2593662	0.999988	1.54e-01	2.0000541	119508440	Psmd9	proteasome (prosome, macropain) 26S subunit, non-ATPase, 9	67151
ILMN_2847115	0.999988	1.54e-01	2.0000465	325197179	Hcar2	hydroxycarboxylic acid receptor 2	80885
ILMN_2809988	0.999988	1.54e-01	1.999246	31982314	Thumpd3	THUMP domain containing 3	14911
ILMN_2857580	0.999988	1.54e-01	1.9982207	240120046	Rars2	arginyl-tRNA synthetase 2, mitochondrial	109093
ILMN_2672033	0.999988	1.54e-01	1.9966398	358001058	Cdh23	cadherin 23 (otocadherin)	22295
ILMN_2960700	0.999988	1.54e-01	1.9965082	225735599	Prf1	perforin 1 (pore forming protein)	18646
ILMN_1232231	0.999988	1.54e-01	1.9962711	269308202	Calr3	calreticulin 3	73316
ILMN_2699556	0.999988	1.55e-01	1.9958491	27753987	Msrb2	methionine sulfoxide reductase B2	76467
ILMN_2682190	0.999988	1.55e-01	1.9946441	765826402	Mpdz	multiple PDZ domain protein	17475
ILMN_1228213	0.999988	1.55e-01	1.9937351	125628656	Ifi30	interferon gamma inducible protein 30	65972
ILMN_3112011	0.999988	1.55e-01	1.9937314	557636702	Dusp16	dual specificity phosphatase 16	70686
ILMN_1247505	0.999988	1.55e-01	1.9925668	6678180	Supt4a	suppressor of Ty 4A	20922
ILMN_1221040	0.999988	1.55e-01	1.9920324	254692881	A530099J19Rik	RIKEN cDNA A530099J19 gene	319293
ILMN_3077961	0.999988	1.55e-01	1.991188	210147519	Sytl3	synaptotagmin-like 3	83672
ILMN_2615110	0.999988	1.55e-01	1.9909498	126723248	Tceanc2	transcription elongation factor A (SII) N-terminal and central domain containing 2	66526
ILMN_2662160	0.999988	1.55e-01	1.988811	118131116	Impa2	inositol (myo)-1(or 4)-monophosphatase 2	114663
ILMN_2715198	0.999988	1.56e-01	1.9876154	124378041	Golga2	golgi autoantigen, golgin subfamily a, 2	99412
ILMN_2879144	0.999988	1.56e-01	1.9874599	141802383	Gm5591	predicted gene 5591	434171
ILMN_2524043	0.999988	1.56e-01	1.986775	141801733	Wdr75	WD repeat domain 75	73674
ILMN_2903529	0.999988	1.56e-01	1.9865372	70778931	Rnf121	ring finger protein 121	75212
ILMN_1225520	0.999988	1.56e-01	1.9854371	269996017	Knop1	lysine rich nucleolar protein 1	66356
ILMN_2622200	0.999988	1.56e-01	1.9841437	110815841	Zfp595	zinc finger protein 595	218314
ILMN_1244133	0.999988	1.56e-01	1.9832309	111955226	Vps37a	vacuolar protein sorting 37A	52348
ILMN_2940484	0.999988	1.56e-01	1.9830996	157267233	Gpr35	G protein-coupled receptor 35	64095
ILMN_2964185	0.999988	1.56e-01	1.9824003	118130900	H2-M2	histocompatibility 2, M region locus 2	14990
ILMN_1223738	0.999988	1.56e-01	1.981601	146149207	Prdx1	peroxiredoxin 1	18477
ILMN_2652890	0.999988	1.56e-01	1.9813666	242332584	Pkp3	plakophilin 3	56460
ILMN_2684874	0.999988	1.57e-01	1.980663	31982715	Timm10b	translocase of inner mitochondrial membrane 10B	14356
ILMN_2623856	0.999988	1.57e-01	1.9805244	141802082	Map2k6	mitogen-activated protein kinase kinase 6	26399
ILMN_1224129	0.999988	1.57e-01	1.9797562	124486709	Dennd3	DENN/MADD domain containing 3	105841
ILMN_1250253	0.999988	1.57e-01	1.9786257	148747127	Stt3a	STT3, subunit of the oligosaccharyltransferase complex, homolog A (S. cerevisiae)	16430
ILMN_1217272	0.999988	1.57e-01	1.9785407	189339261	Atp6v1c1	ATPase, H+ transporting, lysosomal V1 subunit C1	66335
ILMN_2691613	0.999988	1.57e-01	1.9779568	133892519	Ppp1ca	protein phosphatase 1, catalytic subunit, alpha isoform	19045
ILMN_2959372	0.999988	1.57e-01	1.9761153	298286499	Clec4b1	C-type lectin domain family 4, member b1	69810
