ID	adj.P.Val	P.Value	t	B	logFC	GI	Gene.symbol	Gene.title
ILMN_3085317	0.61603	2.00e-01	-1.37	-4.8876	-3.16e-01	231570585	Zc3h14	zinc finger CCCH type containing 14
ILMN_2657844	0.61603	2.00e-01	1.37	-4.8877	9.56e-02	141803421	Cdk1	cyclin-dependent kinase 1
ILMN_3156633	0.61603	2.00e-01	1.37	-4.8878	8.15e-02	254540155	Kbtbd7	kelch repeat and BTB (POZ) domain containing 7
ILMN_2634749	0.61603	2.00e-01	-1.37	-4.888	-4.74e-01	109255209	Txnl4a	thioredoxin-like 4A
ILMN_1215061	0.61603	2.00e-01	-1.37	-4.8881	-5.25e-01	72384346	Prkab2	protein kinase, AMP-activated, beta 2 non-catalytic subunit
ILMN_3052890	0.61603	2.00e-01	1.37	-4.8881	7.92e-02	40353229	Cd300ld3	CD300 molecule like family member D3
ILMN_2655774	0.61603	2.00e-01	1.37	-4.8881	2.46e-01	13385669	Mrps34	mitochondrial ribosomal protein S34
ILMN_2767605	0.61603	2.00e-01	1.37	-4.8884	1.58e-01	215272414	Lmo2	LIM domain only 2
ILMN_1231952	0.61603	2.00e-01	-1.37	-4.8885	-2.08e-01	145309318	Txnrd2	thioredoxin reductase 2
ILMN_2460653	0.61603	2.00e-01	1.37	-4.8885	5.62e-02	238637321	Unc93b1	unc-93 homolog B1 (C. elegans)
ILMN_1254653	0.61603	2.00e-01	1.37	-4.8886	7.35e-02	141803564	Angptl2	angiopoietin-like 2
ILMN_2630018	0.61603	2.01e-01	-1.37	-4.8888	-8.49e-02	148229621	Mkrn1	makorin, ring finger protein, 1
ILMN_2639375	0.61603	2.01e-01	-1.37	-4.8889	-2.47e-01	118130017	Map2k5	mitogen-activated protein kinase kinase 5
ILMN_2868133	0.61603	2.01e-01	1.37	-4.889	8.72e-02	95113656	Gata6	GATA binding protein 6
ILMN_2710589	0.61603	2.01e-01	1.37	-4.8895	6.42e-02	144922687	Rgp1	RAB6A GEF compex partner 1
ILMN_1245579	0.61603	2.01e-01	1.37	-4.8895	1.15e-01	557440777	Jak2	Janus kinase 2
ILMN_2762301	0.61603	2.01e-01	-1.37	-4.8896	-3.80e-01	927928783	Eif2b2	eukaryotic translation initiation factor 2B, subunit 2 beta
ILMN_2719460	0.61603	2.01e-01	-1.37	-4.8896	-2.00e-01	257096070	Trmt1	tRNA methyltransferase 1
ILMN_2699833	0.61603	2.01e-01	-1.37	-4.8897	-1.59e-01	115495456	Kmt2b	lysine (K)-specific methyltransferase 2B
ILMN_3105417	0.61603	2.01e-01	1.37	-4.8899	7.25e-02	114326460	Bdnf	brain derived neurotrophic factor
ILMN_2750515	0.61603	2.01e-01	1.37	-4.8901	4.46e-01	31560587	Fos	FBJ osteosarcoma oncogene
ILMN_2752782	0.61603	2.01e-01	1.37	-4.8906	6.78e-02	171543884	Akr1d1	aldo-keto reductase family 1, member D1
ILMN_1235324	0.61603	2.01e-01	-1.37	-4.8909	-9.12e-02	145301545	Fam65a	family with sequence similarity 65, member A
ILMN_2641632	0.61603	2.01e-01	-1.37	-4.8909	-7.97e-02	391324722	Fuk	fucokinase
ILMN_1256019	0.61603	2.01e-01	-1.37	-4.891	-4.70e-01	425854813	Acadm	acyl-Coenzyme A dehydrogenase, medium chain
ILMN_1238801	0.61603	2.01e-01	-1.37	-4.8912	-3.97e-01	40254549	Arl3	ADP-ribosylation factor-like 3
ILMN_3078499	0.61603	2.01e-01	1.37	-4.8914	1.01e-01	326368228	Recql4	RecQ protein-like 4
ILMN_2995290	0.61603	2.01e-01	1.37	-4.8914	1.48e-01	311893372	Dync1i2	dynein cytoplasmic 1 intermediate chain 2
ILMN_1235757	0.61603	2.01e-01	-1.37	-4.8916	-2.17e-01	142373142	Bloc1s1	biogenesis of lysosomal organelles complex-1, subunit 1
ILMN_2964560	0.61603	2.01e-01	1.37	-4.8921	1.73e-01	281371420	Cd163	CD163 antigen
ILMN_1216368	0.61603	2.01e-01	1.37	-4.8923	7.72e-02	226874879	B3gnt5	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5
ILMN_2828916	0.61603	2.01e-01	-1.37	-4.8923	-1.47e-01	34328509	Frmd6	FERM domain containing 6
ILMN_2669958	0.61603	2.01e-01	-1.37	-4.8923	-1.17e-01	262231841	Bcas3	breast carcinoma amplified sequence 3
ILMN_3005266	0.61603	2.01e-01	-1.37	-4.8923	-2.70e-01	142365642	Chrac1	chromatin accessibility complex 1
ILMN_1260073	0.61603	2.02e-01	-1.37	-4.8927	-1.43e-01	356995928	D16Ertd472e	DNA segment, Chr 16, ERATO Doi 472, expressed
ILMN_1215544	0.61603	2.02e-01	1.37	-4.8929	6.25e-02	NA		
ILMN_1257393	0.61603	2.02e-01	1.37	-4.8929	8.00e-02	578888048	Per3	period circadian clock 3
ILMN_1231096	0.61603	2.02e-01	1.37	-4.8929	2.07e-01	188035855	Tmem106b	transmembrane protein 106B
ILMN_2751935	0.61603	2.02e-01	1.37	-4.893	7.10e-02	595582226	Sytl4	synaptotagmin-like 4
ILMN_1213273	0.61603	2.02e-01	-1.37	-4.8931	-1.32e-01	283135156	Lrig3	leucine-rich repeats and immunoglobulin-like domains 3
ILMN_1254669	0.61603	2.02e-01	1.37	-4.8933	3.84e-01	226958372	Sypl	synaptophysin-like protein
ILMN_2749866	0.61603	2.02e-01	-1.37	-4.8936	-3.35e-01	92110038	Bap1	Brca1 associated protein 1
ILMN_1220589	0.61603	2.02e-01	1.37	-4.8938	1.01e-01	62526127	Inip	INTS3 and NABP interacting protein
ILMN_2704360	0.61603	2.02e-01	-1.37	-4.8938	-2.31e-01	210147540	Cnot2	CCR4-NOT transcription complex, subunit 2
ILMN_2761181	0.61603	2.02e-01	1.37	-4.894	2.43e-01	13385903	1700021F05Rik	RIKEN cDNA 1700021F05 gene
ILMN_3151503	0.61603	2.02e-01	1.37	-4.894	7.01e-02	146198844	Mapk1ip1l	mitogen-activated protein kinase 1 interacting protein 1-like
ILMN_1229502	0.61603	2.02e-01	1.37	-4.8943	7.45e-02	295054331	Ddb2	damage specific DNA binding protein 2
ILMN_2891245	0.61603	2.02e-01	1.37	-4.8946	2.70e-01	126723320	Rhbdl2	rhomboid, veinlet-like 2 (Drosophila)
ILMN_2916686	0.61603	2.02e-01	-1.37	-4.8946	-1.11e-01	359465543	Ankle2	ankyrin repeat and LEM domain containing 2
ILMN_1252210	0.61603	2.02e-01	1.37	-4.8949	1.70e-01	268607550	2700097O09Rik	RIKEN cDNA 2700097O09 gene
ILMN_2650317	0.61603	2.02e-01	1.37	-4.8949	5.14e-02	161016779	Foxp4	forkhead box P4
ILMN_2975377	0.61603	2.02e-01	1.37	-4.895	1.06e-01	163937862	Mtmr14	myotubularin related protein 14
ILMN_2803004	0.61603	2.02e-01	-1.37	-4.8951	-1.31e-01	147899957	Ccdc174	coiled-coil domain containing 174
ILMN_3148543	0.61603	2.02e-01	-1.37	-4.8953	-5.76e-02	76253930	Src	Rous sarcoma oncogene
ILMN_1218934	0.61603	2.02e-01	-1.37	-4.8954	-4.54e-01	142370751	Rdm1	RAD52 motif 1
ILMN_2965275	0.61603	2.02e-01	-1.37	-4.8957	-7.95e-01	188219601	Inpp5a	inositol polyphosphate-5-phosphatase A
ILMN_2852217	0.61603	2.02e-01	1.37	-4.8957	9.90e-02	188219581	Gnpda1	glucosamine-6-phosphate deaminase 1
ILMN_1225332	0.61603	2.02e-01	1.37	-4.8959	5.63e-02	298358611	Tmsb10	thymosin, beta 10
ILMN_2628647	0.61603	2.02e-01	-1.36	-4.896	-7.26e-02	299522782	Ddc	dopa decarboxylase
ILMN_1248108	0.61603	2.02e-01	1.36	-4.896	1.31e-01	227496222	Lyplal1	lysophospholipase-like 1
ILMN_1227925	0.61603	2.02e-01	-1.36	-4.896	-4.02e-01	227116272	Dctn3	dynactin 3
ILMN_1252690	0.61603	2.03e-01	1.36	-4.8962	7.36e-02	731441411	Galc	galactosylceramidase
ILMN_2728796	0.61603	2.03e-01	1.36	-4.8962	9.31e-02	269973898	C1rl	complement component 1, r subcomponent-like
ILMN_1216802	0.61605	2.03e-01	-1.36	-4.8965	-2.09e-01	550544219	Bad	BCL2-associated agonist of cell death
ILMN_2833495	0.61605	2.03e-01	1.36	-4.8966	6.03e-02	31542222	Bet1	Bet1 golgi vesicular membrane trafficking protein
ILMN_2606579	0.61605	2.03e-01	-1.36	-4.8967	-1.05	226342958	Tecr	trans-2,3-enoyl-CoA reductase
ILMN_1242106	0.6162	2.03e-01	1.36	-4.897	6.64e-02	133891683	Nmrk1	nicotinamide riboside kinase 1
ILMN_2673121	0.61638	2.03e-01	1.36	-4.8973	6.85e-02	142374281	Sigirr	single immunoglobulin and toll-interleukin 1 receptor (TIR) domain
ILMN_2659108	0.61645	2.03e-01	-1.36	-4.8976	-1.15e-01	166706859	Ppp4r1	protein phosphatase 4, regulatory subunit 1
ILMN_1232123	0.61646	2.03e-01	-1.36	-4.8979	-9.77e-02	118129914	Traf3ip2	TRAF3 interacting protein 2
ILMN_2719924	0.61646	2.03e-01	-1.36	-4.8979	-1.71e-01	225543560	2510039O18Rik	RIKEN cDNA 2510039O18 gene
ILMN_3155190	0.61651	2.03e-01	1.36	-4.8983	7.03e-02	242247040	Stk35	serine/threonine kinase 35
ILMN_1235062	0.61651	2.03e-01	1.36	-4.8984	6.48e-02	159131892	Fam167b	family with sequence similarity 167, member B
ILMN_2962511	0.61651	2.03e-01	-1.36	-4.8986	-1.45e-01	118130573	Gorasp1	golgi reassembly stacking protein 1
ILMN_2625342	0.61651	2.03e-01	1.36	-4.8986	6.22e-02	118130665	Mboat7	membrane bound O-acyltransferase domain containing 7
ILMN_1231600	0.61651	2.03e-01	1.36	-4.8987	8.34e-02	922959878	Ptgs2	prostaglandin-endoperoxide synthase 2
ILMN_1215466	0.61672	2.03e-01	1.36	-4.8992	7.03e-02	594190807	Oscar	osteoclast associated receptor
ILMN_1230273	0.61672	2.03e-01	-1.36	-4.8996	-1.93e-01	121247428	Xpc	xeroderma pigmentosum, complementation group C
ILMN_2893879	0.61672	2.03e-01	1.36	-4.8997	6.09e-02	110431345	Gdpd3	glycerophosphodiester phosphodiesterase domain containing 3
ILMN_3070975	0.61672	2.04e-01	1.36	-4.9002	9.81e-02	557440728	Fbxl12	F-box and leucine-rich repeat protein 12
ILMN_2652077	0.61672	2.04e-01	-1.36	-4.9002	-6.08e-02	755571573	Pex26	peroxisomal biogenesis factor 26
ILMN_1248106	0.61672	2.04e-01	-1.36	-4.9004	-3.43e-01	255918151	Mapk12	mitogen-activated protein kinase 12
ILMN_1227103	0.61672	2.04e-01	-1.36	-4.9005	-1.13e-01	158508632	Ppp1r35	protein phosphatase 1, regulatory subunit 35
ILMN_2878486	0.61672	2.04e-01	1.36	-4.9011	1.59e-01	34328272	Llph	LLP homolog, long-term synaptic facilitation (Aplysia)
ILMN_2611000	0.61672	2.04e-01	1.36	-4.9011	8.82e-02	76253864	Il1r2	interleukin 1 receptor, type II
ILMN_1215647	0.61672	2.04e-01	-1.36	-4.9014	-2.58e-01	110625677	Mum1	melanoma associated antigen (mutated) 1
ILMN_2617629	0.61672	2.04e-01	1.36	-4.9016	9.33e-02	190610050	Mogat2	monoacylglycerol O-acyltransferase 2
ILMN_2711355	0.61672	2.04e-01	-1.36	-4.9017	-4.15e-01	225637537	Dmwd	dystrophia myotonica-containing WD repeat motif
ILMN_2765047	0.61672	2.04e-01	1.36	-4.9017	9.32e-02	160333391	Chrd	chordin
ILMN_1258334	0.61672	2.04e-01	1.36	-4.9021	5.41e-02	294997331	Tor1a	torsin family 1, member A (torsin A)
ILMN_2895084	0.61672	2.04e-01	-1.36	-4.9021	-1.00e-01	123173817	Zfp715	zinc finger protein 715
ILMN_2793522	0.61672	2.04e-01	-1.36	-4.9022	-1.68e-01	256221051	Tnfrsf19	tumor necrosis factor receptor superfamily, member 19
ILMN_1245813	0.61672	2.04e-01	-1.36	-4.9023	-2.30e-01	146198546	Unc119b	unc-119 lipid binding chaperone B
ILMN_2634295	0.61672	2.04e-01	1.36	-4.9024	5.85e-01	146134991	Mrpl49	mitochondrial ribosomal protein L49
ILMN_2642158	0.61672	2.04e-01	-1.36	-4.9025	-1.67e-01	13386039	Atp5s	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit S
ILMN_1242135	0.61672	2.04e-01	1.36	-4.9026	6.71e-02	122937374	Fxyd2	FXYD domain-containing ion transport regulator 2
ILMN_2705078	0.61672	2.04e-01	-1.36	-4.9026	-5.25e-01	47059494	Ybx3	Y box protein 3
ILMN_2688763	0.61672	2.04e-01	1.36	-4.9028	2.12e-01	146141113	Ndufs7	NADH dehydrogenase (ubiquinone) Fe-S protein 7
ILMN_2631067	0.61672	2.04e-01	1.36	-4.9029	7.25e-02	144922637	Ktn1	kinectin 1
ILMN_2688651	0.61672	2.04e-01	1.36	-4.9029	6.04e-02	237649036	Adhfe1	alcohol dehydrogenase, iron containing, 1
ILMN_1228469	0.61672	2.05e-01	-1.36	-4.9034	-4.13e-01	563580290	Apoc1	apolipoprotein C-I
ILMN_2732642	0.61672	2.05e-01	-1.36	-4.9034	-1.65e-01	228480266	Kptn	kaptin
ILMN_2881263	0.61672	2.05e-01	1.36	-4.9035	1.41e-01	594150366	Aifm1	apoptosis-inducing factor, mitochondrion-associated 1
ILMN_2765224	0.61672	2.05e-01	-1.36	-4.9037	-9.08e-02	119226187	Bcam	basal cell adhesion molecule
ILMN_2691360	0.61672	2.05e-01	-1.36	-4.9038	-4.14e-01	226246597	Mrps10	mitochondrial ribosomal protein S10
ILMN_2873729	0.61672	2.05e-01	-1.36	-4.9038	-1.43e-01	141802099	Med20	mediator complex subunit 20
ILMN_2653567	0.61672	2.05e-01	1.36	-4.9039	1.14e-01	70980541	Rhoj	ras homolog family member J
ILMN_2899011	0.61672	2.05e-01	1.36	-4.9042	9.05e-02	21717682	Vmn1r30	vomeronasal 1 receptor 30
ILMN_1220640	0.61672	2.05e-01	-1.36	-4.9043	-1.94e-01	118130852	Tm9sf4	transmembrane 9 superfamily protein member 4
ILMN_2642012	0.61672	2.05e-01	-1.36	-4.9048	-4.33e-01	146141141	Cltb	clathrin, light polypeptide (Lcb)
ILMN_2971131	0.61672	2.05e-01	1.36	-4.9048	2.66e-01	141801891	Tmem261	transmembrane protein 261
ILMN_3143506	0.61672	2.05e-01	1.36	-4.9048	1.44e-01	545479158	Elovl1	elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 1
ILMN_2663576	0.61672	2.05e-01	-1.36	-4.9053	-4.67e-01	313569803	Cd99l2	CD99 antigen-like 2
ILMN_2482600	0.61672	2.05e-01	1.36	-4.9058	9.22e-02	110350008	Tnfrsf11a	tumor necrosis factor receptor superfamily, member 11a, NFKB activator
ILMN_1221736	0.61672	2.05e-01	-1.36	-4.9058	-7.32e-02	213418054	Samhd1	SAM domain and HD domain, 1
ILMN_2792268	0.61672	2.05e-01	-1.36	-4.906	-2.66e-01	295390023	Tirap	toll-interleukin 1 receptor (TIR) domain-containing adaptor protein
ILMN_2857143	0.61672	2.05e-01	-1.36	-4.906	-6.33e-02	87299620	Rft1	RFT1 homolog
ILMN_2726315	0.61672	2.05e-01	-1.36	-4.9061	-3.13e-01	699045636	Sdf4	stromal cell derived factor 4
ILMN_2759371	0.61672	2.05e-01	1.36	-4.9061	1.73e-01	410025490	Fgfbp1	fibroblast growth factor binding protein 1
ILMN_2814865	0.61672	2.05e-01	1.36	-4.9063	7.64e-02	941355837	Qpct	glutaminyl-peptide cyclotransferase (glutaminyl cyclase)
ILMN_2679077	0.61672	2.05e-01	-1.36	-4.9064	-4.35e-01	146141172	Nhp2	NHP2 ribonucleoprotein
ILMN_3129206	0.61672	2.05e-01	1.36	-4.9068	8.41e-02	467091248	Szrd1	SUZ RNA binding domain containing 1
ILMN_3114114	0.61672	2.05e-01	1.36	-4.9069	1.24e-01	285403531	Dhrs7b	dehydrogenase/reductase (SDR family) member 7B
ILMN_2756157	0.61672	2.05e-01	1.36	-4.9069	5.47e-02	208431799	Irgq	immunity-related GTPase family, Q
ILMN_2443330	0.61672	2.06e-01	-1.35	-4.907	-7.14e-01	291463252	Ttr	transthyretin
ILMN_2637757	0.61672	2.06e-01	-1.35	-4.9071	-1.86e-01	228008382	Hlx	H2.0-like homeobox
ILMN_2666416	0.61672	2.06e-01	-1.35	-4.9071	-1.28e-01	142354569	Ubr7	ubiquitin protein ligase E3 component n-recognin 7 (putative)
ILMN_2695662	0.61672	2.06e-01	1.35	-4.9072	6.38e-02	357588433	Cttn	cortactin
ILMN_3006644	0.61672	2.06e-01	1.35	-4.9074	1.88e-01	310688883	Abi2	abl-interactor 2
ILMN_2446727	0.61672	2.06e-01	-1.35	-4.9076	-8.26e-02	548923736	Ddhd1	DDHD domain containing 1
ILMN_2974798	0.61672	2.06e-01	-1.35	-4.9076	-4.55e-01	153791269	Lamc1	laminin, gamma 1
ILMN_2970241	0.61672	2.06e-01	-1.35	-4.9077	-1.48e-01	19527037	AI597479	expressed sequence AI597479
ILMN_1238331	0.61672	2.06e-01	-1.35	-4.9083	-7.62e-02	256665252	Rom1	rod outer segment membrane protein 1
ILMN_2734646	0.61672	2.06e-01	-1.35	-4.9083	-7.28e-01	145966856	Stim1	stromal interaction molecule 1
ILMN_2441635	0.61672	2.06e-01	-1.35	-4.9084	-1.55e-01	599044557	Tomm34	translocase of outer mitochondrial membrane 34
ILMN_2620959	0.61672	2.06e-01	-1.35	-4.9084	-3.18e-01	146141090	Cxxc1	CXXC finger 1 (PHD domain)
ILMN_2775751	0.61672	2.06e-01	1.35	-4.9084	3.34e-01	120952691	Tmem147	transmembrane protein 147
ILMN_2662036	0.61672	2.06e-01	-1.35	-4.9086	-4.26e-01	118130264	Ptges3l	prostaglandin E synthase 3 (cytosolic)-like
ILMN_1225218	0.61672	2.06e-01	1.35	-4.9086	9.22e-02	156231019	Kng1	kininogen 1
ILMN_1250907	0.61672	2.06e-01	-1.35	-4.9088	-1.55e-01	172088118	Mcm2	minichromosome maintenance complex component 2
ILMN_1229110	0.61672	2.06e-01	1.35	-4.9091	4.08e-01	269784740	Mrpl33	mitochondrial ribosomal protein L33
ILMN_2495939	0.61672	2.06e-01	-1.35	-4.9092	-6.58e-02	224809306	Usp21	ubiquitin specific peptidase 21
ILMN_2636116	0.61672	2.06e-01	-1.35	-4.9092	-2.38e-01	118130647	Pdcd5	programmed cell death 5
ILMN_2946905	0.61672	2.06e-01	-1.35	-4.9093	-1.07e-01	21450144	Slc25a38	solute carrier family 25, member 38
ILMN_2662527	0.61672	2.06e-01	1.35	-4.9096	8.08e-02	291621678	Spta1	spectrin alpha, erythrocytic 1
ILMN_2709240	0.61672	2.06e-01	-1.35	-4.9098	-1.80e-01	162287164	Cpt1b	carnitine palmitoyltransferase 1b, muscle
ILMN_1257666	0.61672	2.06e-01	-1.35	-4.91	-2.36e-01	941355942	Tspan14	tetraspanin 14
ILMN_1251276	0.61672	2.06e-01	1.35	-4.9103	8.92e-02	146135042	Vstm2b	V-set and transmembrane domain containing 2B
ILMN_1224110	0.61672	2.06e-01	-1.35	-4.9103	-8.13e-02	142366701	Bst2	bone marrow stromal cell antigen 2
ILMN_2610084	0.61672	2.06e-01	1.35	-4.9105	8.80e-02	685504964	Fgd4	FYVE, RhoGEF and PH domain containing 4
ILMN_2790512	0.61672	2.06e-01	-1.35	-4.9106	-1.57e-01	142353473	Tmem214	transmembrane protein 214
ILMN_1242474	0.61672	2.07e-01	1.35	-4.9108	6.65e-02	87239979	Rab3il1	RAB3A interacting protein (rabin3)-like 1
ILMN_2608574	0.61672	2.07e-01	-1.35	-4.9108	-1.59e-01	170650664	Tm2d3	TM2 domain containing 3
ILMN_3076219	0.61672	2.07e-01	1.35	-4.9108	7.83e-02	111494246	Espn	espin
ILMN_1258174	0.61672	2.07e-01	-1.35	-4.911	-3.61e-01	255958197	Cse1l	chromosome segregation 1-like (S. cerevisiae)
ILMN_1224936	0.61672	2.07e-01	-1.35	-4.9111	-1.01e-01	113865968	Mapk1ip1	mitogen-activated protein kinase 1 interacting protein 1
ILMN_2532865	0.61672	2.07e-01	1.35	-4.9111	8.52e-02	NA		
ILMN_2660103	0.61672	2.07e-01	-1.35	-4.9112	-1.10e-01	158937272	Acvr1	activin A receptor, type 1
ILMN_2972646	0.61672	2.07e-01	1.35	-4.9113	8.69e-02	146141191	Pdzd11	PDZ domain containing 11
ILMN_3003290	0.61672	2.07e-01	1.35	-4.9116	2.28e-01	188497723	Hdgf	hepatoma-derived growth factor
ILMN_1238733	0.61672	2.07e-01	-1.35	-4.9116	-8.75e-02	164519038	Ttc27	tetratricopeptide repeat domain 27
ILMN_2882473	0.61672	2.07e-01	-1.35	-4.9118	-1.09e-01	225543410	C87436	expressed sequence C87436
ILMN_2904321	0.61672	2.07e-01	1.35	-4.9118	8.43e-02	190883483	Akt3	thymoma viral proto-oncogene 3
ILMN_1259206	0.61672	2.07e-01	1.35	-4.9121	2.14e-01	133778930	Hrc	histidine rich calcium binding protein
ILMN_1218241	0.61672	2.07e-01	1.35	-4.9122	1.00e-01	226246649	Slc9a3r2	solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 2
ILMN_2722678	0.61672	2.07e-01	-1.35	-4.9123	-1.44e-01	7305106	Grcc10	gene rich cluster, C10 gene
ILMN_2654635	0.61672	2.07e-01	1.35	-4.9123	5.43e-02	241982767	Nagpa	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase
ILMN_2914418	0.61679	2.07e-01	1.35	-4.9127	1.33e-01	224809375	Ncstn	nicastrin
ILMN_2720652	0.61679	2.07e-01	1.35	-4.9128	8.74e-02	295054256	Hsd17b14	hydroxysteroid (17-beta) dehydrogenase 14
ILMN_2756008	0.61679	2.07e-01	-1.35	-4.9129	-9.07e-02	125490377	Nasp	nuclear autoantigenic sperm protein (histone-binding)
ILMN_1235437	0.61679	2.07e-01	-1.35	-4.9131	-2.28e-01	124244103	Atxn2	ataxin 2
ILMN_2672208	0.61679	2.07e-01	-1.35	-4.9133	-2.34e-01	595582136	Med8	mediator complex subunit 8
ILMN_2707147	0.61679	2.07e-01	1.35	-4.9136	2.56e-01	549806811	Rangrf	RAN guanine nucleotide release factor
ILMN_2993334	0.61679	2.07e-01	-1.35	-4.9137	-1.64e-01	170650666	Plekhf1	pleckstrin homology domain containing, family F (with FYVE domain) member 1
ILMN_1240979	0.61679	2.07e-01	-1.35	-4.9137	-7.67e-01	134053932	Rbm38	RNA binding motif protein 38
ILMN_1230287	0.61679	2.07e-01	1.35	-4.9137	5.21e-02	118130119	Cd300ld	CD300 molecule like family member d
ILMN_2741238	0.61679	2.07e-01	1.35	-4.9138	5.34e-02	310772259	Akap2	A kinase (PRKA) anchor protein 2
ILMN_2665813	0.61679	2.07e-01	1.35	-4.9141	8.09e-02	160707975	Pclo	piccolo (presynaptic cytomatrix protein)
ILMN_2613364	0.61679	2.07e-01	1.35	-4.9141	7.32e-02	NA		
ILMN_2642985	0.61694	2.08e-01	-1.35	-4.9145	-1.03e-01	118131125	Hsd17b11	hydroxysteroid (17-beta) dehydrogenase 11
ILMN_2632778	0.61695	2.08e-01	1.35	-4.9146	7.42e-02	380862362	Kdm1b	lysine (K)-specific demethylase 1B
ILMN_1251104	0.61721	2.08e-01	1.35	-4.9152	6.20e-02	270341391	Zdhhc24	zinc finger, DHHC domain containing 24
ILMN_3124364	0.61721	2.08e-01	1.35	-4.9152	1.94e-01	548923708	Wdr61	WD repeat domain 61
ILMN_1236822	0.61721	2.08e-01	-1.35	-4.9155	-3.96e-01	256773249	Cuedc2	CUE domain containing 2
ILMN_2760116	0.61721	2.08e-01	-1.35	-4.9155	-1.12e-01	133892800	Arl6ip4	ADP-ribosylation factor-like 6 interacting protein 4
ILMN_3086192	0.61732	2.08e-01	1.35	-4.9159	1.44e-01	117956376	Ybx2	Y box protein 2
ILMN_1225133	0.61732	2.08e-01	-1.35	-4.9159	-2.47e-01	254826726	Nosip	nitric oxide synthase interacting protein
ILMN_2766596	0.61744	2.08e-01	1.35	-4.9163	1.00e-01	133892142	Gmds	GDP-mannose 4, 6-dehydratase
ILMN_2704641	0.61744	2.08e-01	1.35	-4.9165	3.43e-01	547234912	Dph3	diphthamine biosynthesis 3
ILMN_2443129	0.61744	2.08e-01	-1.35	-4.9165	-1.78e-01	890773930	Usp10	ubiquitin specific peptidase 10
ILMN_1222447	0.61745	2.08e-01	-1.35	-4.9167	-2.80e-01	118130304	Srsf9	serine/arginine-rich splicing factor 9
ILMN_3043368	0.61761	2.08e-01	1.35	-4.917	5.57e-02	283837883	A430078G23Rik	RIKEN cDNA A430078G23 gene
ILMN_1248892	0.61768	2.08e-01	1.35	-4.9173	1.06e-01	269973920	Tmem184c	transmembrane protein 184C
ILMN_2588254	0.61768	2.08e-01	-1.35	-4.9175	-4.30e-01	20149755	Eif4a3	eukaryotic translation initiation factor 4A3
ILMN_1251748	0.61768	2.08e-01	-1.35	-4.9175	-1.28e-01	124378016	Cytip	cytohesin 1 interacting protein
ILMN_1254199	0.61797	2.09e-01	-1.35	-4.918	-1.66e-01	957579368	Gaa	glucosidase, alpha, acid
ILMN_1243979	0.61811	2.09e-01	1.34	-4.9183	1.05e-01	151301070	Spag4	sperm associated antigen 4
ILMN_2744398	0.61812	2.09e-01	-1.34	-4.9185	-4.12e-01	214010198	Ostf1	osteoclast stimulating factor 1
ILMN_2798340	0.61816	2.09e-01	-1.34	-4.9188	-1.77e-01	133892318	Tmem63a	transmembrane protein 63a
ILMN_2850077	0.61816	2.09e-01	1.34	-4.9191	2.50e-01	21735490	Adh1	alcohol dehydrogenase 1 (class I)
ILMN_2659160	0.61816	2.09e-01	-1.34	-4.9194	-4.02e-01	118136298	Hdac5	histone deacetylase 5
ILMN_2473755	0.61816	2.09e-01	-1.34	-4.9194	-7.29e-02	254675216	Vps18	VPS18 CORVET/HOPS core subunit
ILMN_2878060	0.61816	2.09e-01	-1.34	-4.9194	-8.81e-01	158966668	Anxa6	annexin A6
ILMN_2615096	0.61816	2.09e-01	1.34	-4.9195	1.38e-01	227116290	Dpp4	dipeptidylpeptidase 4
ILMN_1226468	0.61816	2.09e-01	1.34	-4.9197	1.68e-01	893559362	Csde1	cold shock domain containing E1, RNA binding
ILMN_2983247	0.61816	2.09e-01	1.34	-4.9199	3.05e-01	13384945	Ndufc1	NADH dehydrogenase (ubiquinone) 1, subcomplex unknown, 1
ILMN_2611244	0.61816	2.09e-01	1.34	-4.92	1.99e-01	164519091	Ecd	ecdysoneless homolog (Drosophila)
ILMN_2710698	0.61816	2.09e-01	1.34	-4.9201	6.69e-02	146134956	Fgf21	fibroblast growth factor 21
ILMN_2836654	0.61816	2.09e-01	-1.34	-4.9202	-2.24e-01	589269234	Hist1h2ap	histone cluster 1, H2ap
ILMN_2851429	0.61816	2.09e-01	1.34	-4.9203	7.34e-02	258613895	Snx25	sorting nexin 25
ILMN_2608052	0.61816	2.09e-01	-1.34	-4.9205	-3.68e-01	295389660	Smox	spermine oxidase
ILMN_2655721	0.61816	2.09e-01	-1.34	-4.9206	-1.03e-01	328887936	Stat1	signal transducer and activator of transcription 1
ILMN_2683374	0.61816	2.09e-01	-1.34	-4.9207	-5.59e-01	12025541	Asna1	arsA arsenite transporter, ATP-binding, homolog 1 (bacterial)
ILMN_2901576	0.61822	2.09e-01	1.34	-4.921	8.46e-02	NA		
ILMN_3066222	0.61822	2.10e-01	-1.34	-4.9213	-3.40e-01	194306544	Drosha	drosha, ribonuclease type III
ILMN_2734729	0.61822	2.10e-01	-1.34	-4.9214	-2.30e-01	31981715	H2-Aa	histocompatibility 2, class II antigen A, alpha
